은행코드,은행명,상품코드,상품명,상품일련번호,계약기간개월수_최소구간,계약기간개월수_최대구간,가입금액_최소구간,가입금액_최대구간,통장거치식_신규가입금액_단위,적립식_월부금_단위,상품개요_설명,신규채널,해지채널,상품그룹코드,상품그룹명,예금입출금방식,만기여부,이자지급방법,이자계산방법,적립식_부금납입방식,적립식_부금납입주기,적립식_부금금액한도_여부,적립식_부금금액한도_조건,가입대상고객_조건여부,가입대상고객_조건,가입제한_조건여부,가입제한_조건,기본금리,예금자보호대상여부,판매한도금액,만기후이율,중도해지이율,세제혜택_비과세종합저축_여부,세제혜택_비과세종합저축_조건,회전식_정기예금_여부,회전식_정기예금_회전주기_개월수,기타_상품가입_고려사항,추가내용,우대금리조건여부,우대금리조건_개수,최대우대금리,우대금리조건_고객예금실적_여부,우대금리조건_고객예금실적_조건,우대금리조건_고객예금실적_우대금리,우대금리조건_우수고객우대제도_여부,우대금리조건_우수고객우대제도_조건,우대금리조건_우수고객우대제도_우대금리,우대금리조건_가입금액우대_여부,우대금리조건_가입금액우대_조건,우대금리조건_가입금액우대_우대금리,우대금리조건_아파트관리비이체_여부,우대금리조건_아파트관리비이체_조건,우대금리조건_아파트관리비이체_우대금리,우대금리조건_공과금이체_여부,우대금리조건_공과금이체_조건,우대금리조건_공과금이체_우대금리,우대금리조건_급여이체_여부,우대금리조건_급여이체_조건,우대금리조건_급여이체_우대금리,우대금리조건_예금자동이체_여부,우대금리조건_예금자동이체_여부_조건,우대금리조건_예금자동이체_우대금리,우대금리조건_보험료자동이체_여부,우대금리조건_보험료자동이체_여부_조건,우대금리조건_보험료자동이체_우대금리,우대금리조건_연금자동이체_여부,우대금리조건_연금자동이체_여부_조건,우대금리조건_연금자동이체_우대금리,우대금리조건_신용카드가맹점결제계좌_여부,우대금리조건_신용카드가맹점결제계좌_조건,우대금리조건_신용카드가맹점결제계좌_우대금리,우대금리조건_신용카드결제계좌_여부,우대금리조건_신용카드결제계좌_조건,우대금리조건_신용카드결제계좌_우대금리,우대금리조건_신용카드사용금액_여부,우대금리조건_신용카드사용금액_조건,우대금리조건_신용카드사용금액_우대금리,우대금리조건_체크카드연계_여부,우대금리조건_체크카드연계_조건,우대금리조건_체크카드연계_우대금리,우대금리조건_제휴카드연계_여부,우대금리조건_제휴카드연계_조건,우대금리조건_제휴카드연계_우대금리,우대금리조건_재유치_여부,우대금리조건_재유치_조건,우대금리조건_재유치_우대금리,우대금리조건_카드사용실적_여부,우대금리조건_카드사용실적_조건,우대금리조건_카드사용실적_우대금리,우대금리조건_퇴직금예치_여부,우대금리조건_퇴직금예치_조건,우대금리조건_퇴직금예치_우대금리,우대금리조건_고객특성우대_여부,우대금리조건_고객특성우대_조건,우대금리조건_고객특성우대_우대금리,우대금리조건_장병우대_여부,우대금리조건_장병우대_조건,우대금리조건_장병우대_우대금리,우대금리조건_농어민우대_여부,우대금리조건_농어민우대_조건,우대금리조건_농어민우대_우대금리,우대금리조건_어린이우대_여부,우대금리조건_어린이우대_조건,우대금리조건_어린이우대_우대금리,우대금리조건_학생우대_여부,우대금리조건_학생우대_조건,우대금리조건_학생우대_우대금리,우대금리조건_첫거래우대_여부,우대금리조건_첫거래우대_조건,우대금리조건_첫거래우대_우대금리,우대금리조건_고객연령우대_여부,우대금리조건_고객연령우대_조건,우대금리조건_고객연령우대_우대금리,우대금리조건_비대면채널_여부,우대금리조건_비대면채널_조건,우대금리조건_비대면채널_우대금리,우대금리조건_인터넷뱅킹_여부,우대금리조건_인터넷뱅킹_조건,우대금리조건_인터넷뱅킹_우대금리,우대금리조건_모바일뱅킹_여부,우대금리조건_모바일뱅킹_조건,우대금리조건_모바일뱅킹_우대금리,우대금리조건_모바일앱_여부,우대금리조건_모바일앱_조건,우대금리조건_모바일앱_우대금리,우대금리조건_오픈뱅킹_여부,우대금리조건_오픈뱅킹_조건,우대금리조건_오픈뱅킹_우대금리,우대금리조건_마이데이터_여부,우대금리조건_마이데이터_조건,우대금리조건_마이데이터_우대금리,우대금리조건_상품미보유_여부,우대금리조건_상품미보유_조건,우대금리조건_상품미보유_우대금리,우대금리조건_만기금액우대_여부,우대금리조건_만기금액우대_조건,우대금리조건_만기금액우대_우대금리,우대금리조건_마케팅활용동의_여부,우대금리조건_마케팅활용동의_조건,우대금리조건_마케팅활용동의_우대금리,우대금리조건_위치인증_여부,우대금리조건_위치인증_조건,우대금리조건_위치인증_우대금리,우대금리조건_기타1_여부,우대금리조건_기타1_조건,우대금리조건_기타1_우대금리,우대금리조건_기타2_여부,우대금리조건_기타2_조건,우대금리조건_기타2_우대금리,우대금리조건_기타3_여부,우대금리조건_기타3_조건,우대금리조건_기타3_우대금리,우대금리조건_기타4_여부,우대금리조건_기타4_조건,우대금리조건_기타4_우대금리,우대금리조건_기타5_여부,우대금리조건_기타5_조건,우대금리조건_기타5_우대금리
A17,웰컴저축은행,A17-00018,m - 정기적금,1,6개월이상,12개월미만,제한없음,제한없음,제한없음,월1만원이상,당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,2.9,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"가입대상 : 만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, 
 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%p 적용",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032,부산은행,032-00018,BNK바운스기업통장,1,1일 이상,10일 이하,제한없음,제한없음,제한없음,제한없음,금리가 튄다.!!! 기업 단기자금 운용에 예치기간이 늘어날수록 높은 금리를 지급하는 단기자금 재테크전용 통장!,1:영업점,1:영업점,1,은행수신상품,1:자유입출식(통장식),만기 없음,3:결산주기별 이자지급(자유입출식),1:단리,,,,,있음,법인 및 개인사업자,없음,,0.15,Y,,,,N,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00018,m - 정기적금,2,12개월이상,24개월미만,제한없음,제한없음,제한없음,월1만원이상,당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,3.1,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"가입대상 : 만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, 
 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%p 적용",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00018,m - 정기적금,3,24개월이상,36개월미만,제한없음,제한없음,제한없음,월1만원이상,: 당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,3.3,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"가입대상 : 만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, 
 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%p 적용",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00018,m - 정기적금,4,36개월이상,60개월이하,제한없음,제한없음,제한없음,월1만원이상,당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,3.5,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"가입대상 : 만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, 
 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%p 적용",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F05,오투저축은행,F05-00008,비대면 정기예금(복리),1,3개월이상,6개월미만,10만원이상,제한없음,10만원이상,제한없음,일정기간 동안 목돈을 예치하고 만기에 이자를 지급하는 거치식 상품,2:인터넷뱅킹,2:인터넷뱅킹,1,은행수신상품,2:거치식(목돈운용),만기 있음,1:만기일시 지급식,2:복리,,,,,없음,,없음,,3.0,Y,,만기일 당시 고시한 만기후 이율 적용,신규가입일 당시 고시한 중도해지이율 적용,Y,"만65세 이상의 거주자,장애인복지법에 의하여 독립유공자와 그 유족 또는 국가유공자증에 의한 상이자,기초생활보장수급자
고엽제후유증환자,5.18민주화운동 부상자",,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z03,카카오뱅크,Z03-00006,자유적금,1,6개월이상,12개월미만,제한없음,제한없음,제한없음,1 천원 이상,"일정한 기간을 정하고, 자유롭게 저축하여 목돈을 모으는 상품 ? 급하게 돈이 필요한 경우 해지 없이도 저축금액 중 일부를 출금할 수 있고, 자동해지, 자동연장 등 만기도 자동으로 관리 가능","2:인터넷뱅킹, 3:스마트뱅킹","2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,2:자유적립식,3:자유적립식,있음,300 만원,있음,만 17 세 이상의 실명의 개인,없음,,3.5,Y,,"만기 후 경과기간 만기 후 금리
만기 후 1 개월 이내 가입(또는 자동연장)시점 기본금리 x 50%
만기 후 1 개월 초과3 개월 이내 가입(또는 자동연장)시점 기본금리 x 30%
만기 후 3 개월 초과 0.20","1 개월 미만 가입(자동연장) 시 기본금리 x 10% x 경과일수/계약일수 0.10
1 개월 이상 3 개월 미만 가입(자동연장) 시 기본금리 x 30% x 경과일수/계약일수 0.30
3 개월 이상 6 개월 미만 가입(자동연장) 시 기본금리 x 50% x 경과일수/계약일수 0.50
6 개월 이상 9 개월 미만 가입(자동연장) 시 기본금리 x 70% x 경과일수/계약일수 0.50
9 개월 이상 11 개월 미만 가입(자동연장) 시 기본금리 x 80% x 경과일수/계약일수 0.50
11 개월 이상 가입(자동연장) 시 기본금리 x 90% x 경과일수/계약일수 0.50",Y,관련세법이 개정되는 경우 세율이 변경되거나 세금이 부과될 수 있음 ? 계약기간 만료일 이후의 이자는 과세 처리됨,,,,,Y,1.0,0.2,,,,,,,,,,,,,,,,,,,Y,Y,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00020,WELCOME 아이사랑 정기적금,1,12개월이상,36개월이하,제한없음,제한없음,제한없음,월1만원이상,만 10세 이하 자녀를 둔 부모님을 위한 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점,3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,있음,10만원이하,있음,"만 10세 이하 자녀를 둔 부모(단, 임산부일 경우 임산부 본인에 한함)",없음,,3.0,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,": 만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, 
? 가입대상 : 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,1.0,1.0,,,,,,,,,,,,,,,,,,,Y,Y,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00021,WELCOME 디딤돌 적금,1,12개월,12개월,제한없음,제한없음,제한없음,월1만원이상,사회적 배려가 필요한 분들의 경제적 자립기반 마련을 위한 적립식 상품,1:영업점,1:영업점,1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,있음,30만원이하,있음,"기초생활수급자
소년소녀가장
북한이탈주민
차상위계층 중 본인부담경감대상자
한부모가족지원 보호대상자
장애인연금, 장애(아동)수당 대상자",있음,1인 1계좌,3.1,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","
신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,": 만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, ? 가입대상 : 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,1.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,만기해지 시 적용,1.7,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00022,정기적금,1,6개월이상,12개월미만,제한없음,제한없음,제한없음,월1만원이상,당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,2.9,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, ? 가입대상 : 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00022,정기적금,2,12개월이상,24개월미만,제한없음,제한없음,제한없음,월1만원이상,당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,3.1,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, ? 가입대상 : 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00022,정기적금,3,24개월이상,36개월미만,제한없음,제한없음,제한없음,월1만원이상,당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,3.3,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, ? 가입대상 : 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A17,웰컴저축은행,A17-00022,정기적금,4,36개월이상,60개월이하,제한없음,제한없음,제한없음,월1만원이상,당행 입출금이 자유로운 예금을 통한 자동이체 납입실적에 따라 우대금리를 제공하는 적립식 상품,"1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹","1:영업점, 2:인터넷뱅킹, 3:스마트뱅킹",1,은행수신상품,3:적립식(목돈마련),만기 있음,1:만기일시 지급식,1:단리,1:정액적립식,1:매월납부,없음,,있음,실명의 개인,없음,,3.5,Y,,"신규 가입 당시 영업점 및 인터넷 홈페이지에 고시된 경과기간별 만기후금리 적용
1개월이하 -가입 당시 약정금리나 만기시점 동일상품·계약기간(없을 시, 가입 당시 약정금리) 신규 약정금리 중 낮은 금리
1개월 초과- 가입 당시 영업점 및 인터넷 홈페이지에 고시된 만기 후 1개월 초과 시 금리","신규가입 당시 영업점 및 인터넷 홈페이지에 고시된 예치기간에 따른 중도해지금리 적용
예치기간 중도해지금리
약정기간의 80% 이상 약정금리의 90%
약정기간의 60% 이상 약정금리의 70%
약정기간의 40% 이상 약정금리의 50%
약정기간의 20% 이상 약정금리의 30%
약정기간의 20% 미만 약정금리의 10%
계약일로부터 1개월 미만 0.1%
전구간 0.1% 보장",Y,"만 65세 이상의 거주자, 장애인복지법에 의하여 등록한 장애인, 독립유공자와 그 유족 또는 가족, 기초생활보장수급자, ? 가입대상 : 국가유공자증에 의한 상이자, 고엽제후유의증 환자, 5.18민주화운동 부상자",,,,,Y,2.0,0.9,,,,,,,,,,,,,,,,,,,Y,Y,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"12개월 이상 인터넷뱅킹, 모바일뱅킹으로 가입 시 우대금리 0.1%",0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
